timestamp,commit,profile,bench,metric,value_ms
1784203760,91edc24fb,debug,monster-scroll,paint_p95_ms,3.5397
1784203778,91edc24fb,debug,wall,open_ms,105.7765
1784203778,91edc24fb,debug,wall,typing_p50_ms,0.8189
1784203790,91edc24fb,debug,burst-typing,p50_ms,4.0467
1784203790,91edc24fb,debug,burst-typing,p95_ms,15.7081
1784203815,91edc24fb,debug,typing,monster_p50_ms,2.1719
1784203815,91edc24fb,debug,typing,scratch_p50_ms,0.4355
1784204275,91edc24fb,debug,plain-typing,keystroke_p50_ms,0.2961
1784204312,91edc24fb,debug,diff-open,open_ms,80.9898
1784204312,91edc24fb,debug,diff-typing,p50_ms,0.2621
1784204312,91edc24fb,debug,diff-resize,frame_p50_ms,3.7949
1784204312,91edc24fb,debug,diff-resize,frame_worst_ms,4.4540
1784204338,91edc24fb,debug,monster-resize,sync_ms,53.4290
1784204338,91edc24fb,debug,monster-resize,repair_effect_ms,95.7403
1784204431,91edc24fb,debug,code-typing,p50_ms,0.6112
1784204431,91edc24fb,debug,code-typing,p95_ms,0.6936
1784204455,91edc24fb,debug,search-landing,worst_ms,60.0592
1784204455,91edc24fb,debug,search-scroll,paint_p50_ms,0.3910
1784204455,91edc24fb,debug,search-scroll,paint_p95_ms,0.6030
1784204513,91edc24fb,debug,styled-typing,p50_ms,2.9596
1784204513,91edc24fb,debug,styled-typing,p95_ms,3.5862
1784204525,91edc24fb,debug,monster-scroll,paint_p50_ms,2.5271
1784204525,91edc24fb,debug,monster-scroll,paint_p95_ms,3.6824
1784204539,91edc24fb,debug,monster-search-scroll,paint_p50_ms,0.0000
1784204539,91edc24fb,debug,monster-search-scroll,paint_max_ms,0.0000
1784204552,91edc24fb,debug,render-scroll,avg_ms,1.4025
1784204552,91edc24fb,debug,render-scroll,p50_ms,1.3536
1784204552,91edc24fb,debug,render-scroll,p95_ms,1.9644
1784204571,91edc24fb,debug,wall,open_ms,108.0338
1784204571,91edc24fb,debug,wall,typing_p50_ms,0.9325
1784204584,91edc24fb,debug,burst-typing,p50_ms,4.1225
1784204584,91edc24fb,debug,burst-typing,p95_ms,17.6275
1784204609,91edc24fb,debug,typing,monster_p50_ms,2.7968
1784204609,91edc24fb,debug,typing,scratch_p50_ms,0.5837
1784206581,95588110a,debug,documents-list,refresh_ms,61.5913
1784206581,95588110a,debug,documents-list,scroll_p50_ms,0.0111
1784206581,95588110a,debug,documents-list,paint_p50_ms,0.2787
1784206608,95588110a,debug,plain-typing,keystroke_p50_ms,0.3035
1784206647,95588110a,debug,diff-open,open_ms,93.3135
1784206647,95588110a,debug,diff-typing,p50_ms,0.2786
1784206647,95588110a,debug,diff-resize,frame_p50_ms,4.1011
1784206647,95588110a,debug,diff-resize,frame_worst_ms,4.7037
1784206683,95588110a,debug,monster-resize,sync_ms,58.9998
1784206684,95588110a,debug,monster-resize,repair_effect_ms,94.3796
1784206761,95588110a,debug,code-typing,p50_ms,0.6050
1784206761,95588110a,debug,code-typing,p95_ms,0.6827
1784206763,95588110a,debug,list-scroll,build_ms,8.6453
1784206763,95588110a,debug,list-scroll,frame_p50_ms,0.0342
1784206763,95588110a,debug,list-scroll,frame_p95_ms,0.0598
1784206793,95588110a,debug,search-landing,worst_ms,40.4603
1784206793,95588110a,debug,search-scroll,paint_p50_ms,0.3780
1784206793,95588110a,debug,search-scroll,paint_p95_ms,0.5793
1784206868,95588110a,debug,monster-scroll,paint_p50_ms,3.0870
1784206868,95588110a,debug,monster-scroll,paint_p95_ms,5.4061
1784206881,95588110a,debug,render-scroll,avg_ms,1.3319
1784206881,95588110a,debug,render-scroll,p50_ms,1.2978
1784206881,95588110a,debug,render-scroll,p95_ms,1.8441
1784206895,95588110a,debug,monster-search-scroll,paint_p50_ms,0.0000
1784206895,95588110a,debug,monster-search-scroll,paint_max_ms,0.0000
1784206919,95588110a,debug,styled-typing,p50_ms,2.9585
1784206919,95588110a,debug,styled-typing,p95_ms,3.5295
1784206939,95588110a,debug,wall,open_ms,106.5213
1784206939,95588110a,debug,wall,typing_p50_ms,0.9207
1784206952,95588110a,debug,burst-typing,p50_ms,4.2428
1784206952,95588110a,debug,burst-typing,p95_ms,17.6856
1784206977,95588110a,debug,typing,monster_p50_ms,2.7535
1784206977,95588110a,debug,typing,scratch_p50_ms,0.6325
1784208490,fd4a188c8,debug,tree-ops,toggle_ms,75.2039
1784208490,fd4a188c8,debug,tree-ops,build_ms,354.3767
1784208600,fd4a188c8,debug,tree-ops,toggle_ms,0.0798
1784208600,fd4a188c8,debug,tree-ops,build_ms,347.9187
1784208936,fd4a188c8,debug,tree-ops,toggle_ms,0.0788
1784208936,fd4a188c8,debug,tree-ops,build_ms,356.3603
1784209893,fd4a188c8,debug,tree-demo,toggle_ms,0.3572
1784210008,fd4a188c8,debug,monster-scroll,paint_p50_ms,2.9566
1784210008,fd4a188c8,debug,monster-scroll,paint_p95_ms,4.5947
1784210009,fd4a188c8,debug,tree-demo,toggle_ms,0.5889
1784210022,fd4a188c8,debug,monster-search-scroll,paint_p50_ms,0.0000
1784210022,fd4a188c8,debug,monster-search-scroll,paint_max_ms,0.0000
1784210035,fd4a188c8,debug,render-scroll,avg_ms,1.3543
1784210035,fd4a188c8,debug,render-scroll,p50_ms,1.2960
1784210035,fd4a188c8,debug,render-scroll,p95_ms,1.8795
1784210059,fd4a188c8,debug,styled-typing,p50_ms,2.9118
1784210059,fd4a188c8,debug,styled-typing,p95_ms,3.5967
1784210078,fd4a188c8,debug,wall,open_ms,106.6638
1784210078,fd4a188c8,debug,wall,typing_p50_ms,0.8737
1784210091,fd4a188c8,debug,burst-typing,p50_ms,4.1529
1784210091,fd4a188c8,debug,burst-typing,p95_ms,17.1025
1784210116,fd4a188c8,debug,typing,monster_p50_ms,2.6237
1784210116,fd4a188c8,debug,typing,scratch_p50_ms,0.5369
1784210144,fd4a188c8,debug,list-scroll,build_ms,9.1710
1784210144,fd4a188c8,debug,list-scroll,frame_p50_ms,0.0356
1784210144,fd4a188c8,debug,list-scroll,frame_p95_ms,0.0489
1784210144,fd4a188c8,debug,tree-ops,toggle_ms,0.0748
1784210144,fd4a188c8,debug,tree-ops,build_ms,361.6532
1784210217,fd4a188c8,debug,documents-list,refresh_ms,55.5902
1784210217,fd4a188c8,debug,documents-list,scroll_p50_ms,0.0100
1784210217,fd4a188c8,debug,documents-list,paint_p50_ms,0.2551
1784210228,fd4a188c8,debug,plain-typing,keystroke_p50_ms,0.2839
1784210266,fd4a188c8,debug,diff-open,open_ms,69.2044
1784210266,fd4a188c8,debug,diff-typing,p50_ms,0.2536
1784210266,fd4a188c8,debug,diff-resize,frame_p50_ms,3.9226
1784210266,fd4a188c8,debug,diff-resize,frame_worst_ms,4.3156
1784210281,fd4a188c8,debug,monster-resize,sync_ms,54.0275
1784210281,fd4a188c8,debug,monster-resize,repair_effect_ms,94.0531
1784210357,ed6b3eb6b,debug,code-typing,p50_ms,0.5986
1784210357,ed6b3eb6b,debug,code-typing,p95_ms,0.6754
1784210385,ed6b3eb6b,debug,search-landing,worst_ms,69.9536
1784210385,ed6b3eb6b,debug,search-scroll,paint_p50_ms,0.3480
1784210385,ed6b3eb6b,debug,search-scroll,paint_p95_ms,0.5175
1784210961,ed6b3eb6b,debug,list-scroll,build_ms,6.5780
1784210961,ed6b3eb6b,debug,list-scroll,frame_p50_ms,0.0300
1784210961,ed6b3eb6b,debug,list-scroll,frame_p95_ms,0.0402
1784210962,ed6b3eb6b,debug,tree-ops,toggle_ms,0.0735
1784210962,ed6b3eb6b,debug,tree-ops,build_ms,346.2419
1784211005,ed6b3eb6b,debug,tree-demo,toggle_ms,0.6321
1784211120,ed6b3eb6b,debug,monster-scroll,paint_p50_ms,3.6081
1784211120,ed6b3eb6b,debug,monster-scroll,paint_p95_ms,6.2269
1784211121,ed6b3eb6b,debug,tree-demo,toggle_ms,0.3477
1784211135,ed6b3eb6b,debug,monster-search-scroll,paint_p50_ms,0.0000
1784211135,ed6b3eb6b,debug,monster-search-scroll,paint_max_ms,0.0000
1784211159,ed6b3eb6b,debug,styled-typing,p50_ms,2.9022
1784211159,ed6b3eb6b,debug,styled-typing,p95_ms,3.5675
1784211172,ed6b3eb6b,debug,render-scroll,avg_ms,1.3171
1784211172,ed6b3eb6b,debug,render-scroll,p50_ms,1.2785
1784211172,ed6b3eb6b,debug,render-scroll,p95_ms,1.8111
1784211191,ed6b3eb6b,debug,wall,open_ms,106.3197
1784211191,ed6b3eb6b,debug,wall,typing_p50_ms,0.8410
1784211203,ed6b3eb6b,debug,burst-typing,p50_ms,4.1805
1784211203,ed6b3eb6b,debug,burst-typing,p95_ms,17.2707
1784211228,ed6b3eb6b,debug,typing,monster_p50_ms,2.5905
1784211228,ed6b3eb6b,debug,typing,scratch_p50_ms,0.5118
1784211241,ed6b3eb6b,debug,documents-list,refresh_ms,58.3229
1784211241,ed6b3eb6b,debug,documents-list,scroll_p50_ms,0.0103
1784211241,ed6b3eb6b,debug,documents-list,paint_p50_ms,0.2633
1784211264,ed6b3eb6b,debug,list-scroll,build_ms,4.0024
1784211264,ed6b3eb6b,debug,list-scroll,frame_p50_ms,0.0292
1784211264,ed6b3eb6b,debug,list-scroll,frame_p95_ms,0.0382
1784211265,ed6b3eb6b,debug,tree-ops,toggle_ms,0.0767
1784211265,ed6b3eb6b,debug,tree-ops,build_ms,345.4768
1784211274,ed6b3eb6b,debug,search-landing,worst_ms,57.1405
1784211274,ed6b3eb6b,debug,search-scroll,paint_p50_ms,0.3920
1784211274,ed6b3eb6b,debug,search-scroll,paint_p95_ms,0.5843
1784211354,ed6b3eb6b,debug,plain-typing,keystroke_p50_ms,0.3357
1784211394,ed6b3eb6b,debug,diff-open,open_ms,83.6060
1784211394,ed6b3eb6b,debug,diff-typing,p50_ms,0.3773
1784211394,ed6b3eb6b,debug,diff-resize,frame_p50_ms,4.1500
1784211394,ed6b3eb6b,debug,diff-resize,frame_worst_ms,5.0382
1784211410,ed6b3eb6b,debug,monster-resize,sync_ms,51.7148
1784211410,ed6b3eb6b,debug,monster-resize,repair_effect_ms,94.1318
1784211671,ed6b3eb6b,debug,list-scroll,build_ms,3.8921
1784211671,ed6b3eb6b,debug,list-scroll,frame_p50_ms,0.0292
1784211671,ed6b3eb6b,debug,list-scroll,frame_p95_ms,0.0325
1784211671,ed6b3eb6b,debug,tree-ops,toggle_ms,0.0735
1784211671,ed6b3eb6b,debug,tree-ops,build_ms,347.2748
1784212082,ed6b3eb6b,debug,tree-demo,toggle_ms,0.6434
1784212142,ed6b3eb6b,debug,tree-demo,toggle_ms,0.4052
1784212152,ed6b3eb6b,debug,tree-ops,toggle_ms,0.0790
1784212152,ed6b3eb6b,debug,tree-ops,build_ms,363.4604
1784212284,ed6b3eb6b,debug,tree-demo,toggle_ms,0.5726
1784212294,ed6b3eb6b,debug,styled-typing,p50_ms,2.9951
1784212294,ed6b3eb6b,debug,styled-typing,p95_ms,3.9951
1784212307,ed6b3eb6b,debug,monster-scroll,paint_p50_ms,2.6155
1784212307,ed6b3eb6b,debug,monster-scroll,paint_p95_ms,3.9120
1784212320,ed6b3eb6b,debug,render-scroll,avg_ms,1.3276
1784212320,ed6b3eb6b,debug,render-scroll,p50_ms,1.2651
1784212320,ed6b3eb6b,debug,render-scroll,p95_ms,1.8300
1784212333,ed6b3eb6b,debug,monster-search-scroll,paint_p50_ms,0.0000
1784212333,ed6b3eb6b,debug,monster-search-scroll,paint_max_ms,0.0000
1784212350,ed6b3eb6b,debug,wall,open_ms,107.8622
1784212350,ed6b3eb6b,debug,wall,typing_p50_ms,0.9294
1784212362,ed6b3eb6b,debug,burst-typing,p50_ms,4.3745
1784212362,ed6b3eb6b,debug,burst-typing,p95_ms,16.4635
1784212387,ed6b3eb6b,debug,typing,monster_p50_ms,2.7913
1784212387,ed6b3eb6b,debug,typing,scratch_p50_ms,0.6092
1784212400,ed6b3eb6b,debug,documents-list,refresh_ms,69.3984
1784212400,ed6b3eb6b,debug,documents-list,scroll_p50_ms,0.0103
1784212400,ed6b3eb6b,debug,documents-list,paint_p50_ms,0.2598
1784212426,ed6b3eb6b,debug,list-scroll,build_ms,8.8995
1784212426,ed6b3eb6b,debug,list-scroll,frame_p50_ms,0.0321
1784212426,ed6b3eb6b,debug,list-scroll,frame_p95_ms,0.0514
1784212426,ed6b3eb6b,debug,tree-ops,toggle_ms,0.0738
1784212426,ed6b3eb6b,debug,tree-ops,build_ms,359.0867
1784212447,ed6b3eb6b,debug,search-landing,worst_ms,42.2248
1784212447,ed6b3eb6b,debug,search-scroll,paint_p50_ms,0.3936
1784212447,ed6b3eb6b,debug,search-scroll,paint_p95_ms,0.5912
1784290386,ebf3c0486,debug,plain-typing,keystroke_p50_ms,0.3780
1784290470,ebf3c0486,debug,monster-resize,sync_ms,56.3364
1784290470,ebf3c0486,debug,monster-resize,repair_effect_ms,100.3900
1784290654,ebf3c0486,debug,code-typing,p50_ms,0.6256
1784290654,ebf3c0486,debug,code-typing,p95_ms,0.7335
1784290658,ebf3c0486,debug,list-scroll,build_ms,4.6754
1784290658,ebf3c0486,debug,list-scroll,frame_p50_ms,0.0315
1784290658,ebf3c0486,debug,list-scroll,frame_p95_ms,0.0467
1784290658,ebf3c0486,debug,tree-ops,toggle_ms,0.0748
1784290658,ebf3c0486,debug,tree-ops,build_ms,343.8070
1784290888,ebf3c0486,debug,monster-search-scroll,paint_p50_ms,0.0000
1784290888,ebf3c0486,debug,monster-search-scroll,paint_max_ms,0.0000
1784290890,ebf3c0486,debug,tree-demo,toggle_ms,0.3656
1784290914,ebf3c0486,debug,render-scroll,avg_ms,2.8230
1784290914,ebf3c0486,debug,render-scroll,p50_ms,1.2400
1784290914,ebf3c0486,debug,render-scroll,p95_ms,12.4928
1784290939,ebf3c0486,debug,monster-scroll,paint_p50_ms,2.9876
1784290939,ebf3c0486,debug,monster-scroll,paint_p95_ms,31.3756
1784290973,ebf3c0486,debug,styled-typing,p50_ms,5.9710
1784290973,ebf3c0486,debug,styled-typing,p95_ms,18.5489
1784291026,ebf3c0486,debug,wall,open_ms,106.9576
1784291026,ebf3c0486,debug,wall,typing_p50_ms,0.9119
1784291038,ebf3c0486,debug,burst-typing,p50_ms,4.2999
1784291038,ebf3c0486,debug,burst-typing,p95_ms,15.5041
1784291062,ebf3c0486,debug,typing,monster_p50_ms,2.4518
1784291062,ebf3c0486,debug,typing,scratch_p50_ms,0.5755
1784291109,ebf3c0486,debug,render-scroll,avg_ms,1.2461
1784291109,ebf3c0486,debug,render-scroll,p50_ms,1.1966
1784291109,ebf3c0486,debug,render-scroll,p95_ms,1.7761
1784291111,ebf3c0486,debug,tree-demo,toggle_ms,0.6382
1784291119,ebf3c0486,debug,monster-scroll,paint_p50_ms,2.6273
1784291119,ebf3c0486,debug,monster-scroll,paint_p95_ms,3.7870
1784291132,ebf3c0486,debug,monster-search-scroll,paint_p50_ms,0.0000
1784291132,ebf3c0486,debug,monster-search-scroll,paint_max_ms,0.0000
1784291154,ebf3c0486,debug,styled-typing,p50_ms,2.6075
1784291154,ebf3c0486,debug,styled-typing,p95_ms,3.0556
1784291202,ebf3c0486,debug,wall,open_ms,105.7950
1784291202,ebf3c0486,debug,wall,typing_p50_ms,0.8270
1784291214,ebf3c0486,debug,burst-typing,p50_ms,4.2046
1784291214,ebf3c0486,debug,burst-typing,p95_ms,16.9400
1784291238,ebf3c0486,debug,typing,monster_p50_ms,2.4074
1784291238,ebf3c0486,debug,typing,scratch_p50_ms,0.5587
1784294022,ebf3c0486,debug,plain-typing,keystroke_p50_ms,0.2978
1784294142,ebf3c0486,debug,monster-resize,sync_ms,30.2500
1784294142,ebf3c0486,debug,monster-resize,repair_effect_ms,61.6909
1784294228,ebf3c0486,debug,code-typing,p50_ms,0.6424
1784294228,ebf3c0486,debug,code-typing,p95_ms,0.8470
1784294232,ebf3c0486,debug,list-scroll,build_ms,8.4064
1784294232,ebf3c0486,debug,list-scroll,frame_p50_ms,0.0323
1784294232,ebf3c0486,debug,list-scroll,frame_p95_ms,0.0502
1784294232,ebf3c0486,debug,tree-ops,toggle_ms,0.0757
1784294232,ebf3c0486,debug,tree-ops,build_ms,364.3591
1784294611,ebf3c0486,debug,tree-demo,toggle_ms,0.3825
1784294631,ebf3c0486,debug,styled-typing,p50_ms,2.9247
1784294631,ebf3c0486,debug,styled-typing,p95_ms,4.0200
1784294664,ebf3c0486,debug,monster-search-scroll,paint_p50_ms,0.0000
1784294664,ebf3c0486,debug,monster-search-scroll,paint_max_ms,0.0000
1784294700,ebf3c0486,debug,monster-scroll,paint_p50_ms,2.5480
1784294700,ebf3c0486,debug,monster-scroll,paint_p95_ms,3.4338
1784294739,ebf3c0486,debug,render-scroll,avg_ms,1.2025
1784294739,ebf3c0486,debug,render-scroll,p50_ms,1.1231
1784294739,ebf3c0486,debug,render-scroll,p95_ms,1.7674
1784294757,ebf3c0486,debug,wall,open_ms,107.5787
1784294757,ebf3c0486,debug,wall,typing_p50_ms,0.8433
1784294787,ebf3c0486,debug,burst-typing,p50_ms,4.4015
1784294787,ebf3c0486,debug,burst-typing,p95_ms,15.9310
1784294830,ebf3c0486,debug,typing,monster_p50_ms,2.6420
1784294830,ebf3c0486,debug,typing,scratch_p50_ms,0.6427
1784294844,ebf3c0486,debug,documents-list,refresh_ms,69.5995
1784294844,ebf3c0486,debug,documents-list,scroll_p50_ms,0.0103
1784294844,ebf3c0486,debug,documents-list,paint_p50_ms,0.2527
1784294855,ebf3c0486,debug,diff-open,open_ms,62.4317
1784294855,ebf3c0486,debug,diff-typing,p50_ms,0.4934
1784294855,ebf3c0486,debug,diff-resize,frame_p50_ms,4.7037
1784294855,ebf3c0486,debug,diff-resize,frame_worst_ms,5.0492
1784294902,ebf3c0486,debug,search-landing,worst_ms,66.8100
1784294902,ebf3c0486,debug,search-scroll,paint_p50_ms,0.3075
1784294902,ebf3c0486,debug,search-scroll,paint_p95_ms,0.4868
1784300844,ebf3c0486,debug,plain-typing,keystroke_p50_ms,0.2973
1784300904,ebf3c0486,debug,monster-resize,sync_ms,25.9095
1784300904,ebf3c0486,debug,monster-resize,repair_effect_ms,62.7908
1784300994,f3744846f,debug,list-scroll,build_ms,9.3666
1784300994,f3744846f,debug,list-scroll,frame_p50_ms,0.0333
1784300994,f3744846f,debug,list-scroll,frame_p95_ms,0.0544
1784300994,f3744846f,debug,tree-ops,toggle_ms,0.0769
1784300994,f3744846f,debug,tree-ops,build_ms,361.4128
1784301240,f3744846f,debug,tree-demo,toggle_ms,0.5253
1784301259,f3744846f,debug,styled-typing,p50_ms,3.0574
1784301259,f3744846f,debug,styled-typing,p95_ms,3.8079
1784301295,f3744846f,debug,monster-scroll,paint_p50_ms,2.5755
1784301295,f3744846f,debug,monster-scroll,paint_p95_ms,3.3782
1784301338,f3744846f,debug,render-scroll,avg_ms,1.2127
1784301338,f3744846f,debug,render-scroll,p50_ms,1.1835
1784301338,f3744846f,debug,render-scroll,p95_ms,1.7133
1784301368,f3744846f,debug,monster-search-scroll,paint_p50_ms,0.0000
1784301368,f3744846f,debug,monster-search-scroll,paint_max_ms,0.0000
1784301387,f3744846f,debug,wall,open_ms,103.4387
1784301387,f3744846f,debug,wall,typing_p50_ms,0.8398
1784301415,f3744846f,debug,burst-typing,p50_ms,4.0923
1784301415,f3744846f,debug,burst-typing,p95_ms,16.3784
1784301450,f3744846f,debug,typing,monster_p50_ms,2.2468
1784301450,f3744846f,debug,typing,scratch_p50_ms,0.5331
1784301464,f3744846f,debug,documents-list,refresh_ms,66.8428
1784301464,f3744846f,debug,documents-list,scroll_p50_ms,0.0099
1784301464,f3744846f,debug,documents-list,paint_p50_ms,0.2517
1784301474,f3744846f,debug,diff-open,open_ms,59.4959
1784301474,f3744846f,debug,diff-typing,p50_ms,0.3194
1784301474,f3744846f,debug,diff-resize,frame_p50_ms,3.9995
1784301474,f3744846f,debug,diff-resize,frame_worst_ms,4.6646
1784301496,f3744846f,debug,code-typing,p50_ms,0.5967
1784301496,f3744846f,debug,code-typing,p95_ms,0.6489
1784301527,f3744846f,debug,search-landing,worst_ms,38.2342
1784301527,f3744846f,debug,search-scroll,paint_p50_ms,0.3592
1784301527,f3744846f,debug,search-scroll,paint_p95_ms,0.5447
1784301877,f3744846f,debug,tree-demo,toggle_ms,0.5332
1784301887,f3744846f,debug,monster-search-scroll,paint_p50_ms,0.0000
1784301887,f3744846f,debug,monster-search-scroll,paint_max_ms,0.0000
1784301924,f3744846f,debug,monster-scroll,paint_p50_ms,2.6039
1784301924,f3744846f,debug,monster-scroll,paint_p95_ms,3.3854
1784301962,f3744846f,debug,render-scroll,avg_ms,1.2482
1784301962,f3744846f,debug,render-scroll,p50_ms,1.2234
1784301962,f3744846f,debug,render-scroll,p95_ms,1.7508
1784302005,f3744846f,debug,styled-typing,p50_ms,2.7119
1784302005,f3744846f,debug,styled-typing,p95_ms,3.0855
1784302024,f3744846f,debug,wall,open_ms,107.1065
1784302024,f3744846f,debug,wall,typing_p50_ms,0.8530
1784302047,f3744846f,debug,burst-typing,p50_ms,4.2165
1784302047,f3744846f,debug,burst-typing,p95_ms,16.0743
1784302090,f3744846f,debug,typing,monster_p50_ms,2.3536
1784302090,f3744846f,debug,typing,scratch_p50_ms,0.4474
1784303160,f3744846f,debug,plain-typing,keystroke_p50_ms,0.3055
1784303230,f3744846f,debug,monster-resize,sync_ms,29.0949
1784303230,f3744846f,debug,monster-resize,repair_effect_ms,60.9606
1784304251,f3744846f,release,plain-typing,keystroke_p50_ms,0.0667
1784304380,f3744846f,release,monster-resize,sync_ms,62.9686
1784304380,f3744846f,release,monster-resize,repair_effect_ms,89.8659
1784304456,f3744846f,release,code-typing,p50_ms,0.0959
1784304456,f3744846f,release,code-typing,p95_ms,0.2096
1784304516,f3744846f,release,tree-demo,toggle_ms,0.2231
1784304538,f3744846f,release,styled-typing,p50_ms,2.9474
1784304538,f3744846f,release,styled-typing,p95_ms,6.9496
1784304551,f3744846f,release,monster-scroll,paint_p50_ms,1.4761
1784304551,f3744846f,release,monster-scroll,paint_p95_ms,2.1682
1784304561,f3744846f,release,monster-search-scroll,paint_p50_ms,0.0000
1784304561,f3744846f,release,monster-search-scroll,paint_max_ms,0.0000
1784304575,f3744846f,release,render-scroll,avg_ms,0.7582
1784304575,f3744846f,release,render-scroll,p50_ms,0.7318
1784304575,f3744846f,release,render-scroll,p95_ms,0.9917
1784304580,f3744846f,release,wall,open_ms,40.7906
1784304580,f3744846f,release,wall,typing_p50_ms,0.6265
1784304588,f3744846f,release,burst-typing,p50_ms,1.5953
1784304588,f3744846f,release,burst-typing,p95_ms,3.1121
1784304605,f3744846f,release,typing,monster_p50_ms,2.4414
1784304605,f3744846f,release,typing,scratch_p50_ms,0.5700
1784310969,3a8af9de2,release,diff-open,open_ms,27.1845
1784310969,3a8af9de2,release,diff-typing,p50_ms,0.1075
1784310969,3a8af9de2,release,diff-resize,frame_p50_ms,1.3515
1784310969,3a8af9de2,release,diff-resize,frame_worst_ms,1.8862
1784311030,3a8af9de2,release,diff-open,open_ms,27.3023
1784311030,3a8af9de2,release,diff-typing,p50_ms,0.1609
1784311030,3a8af9de2,release,diff-resize,frame_p50_ms,1.2635
1784311030,3a8af9de2,release,diff-resize,frame_worst_ms,1.5539
1784329442,3a8af9de2,release,diff-open,open_ms,42.9522
1784329442,3a8af9de2,release,diff-typing,p50_ms,0.5885
1784329442,3a8af9de2,release,diff-resize,frame_p50_ms,1.5244
1784329442,3a8af9de2,release,diff-resize,frame_worst_ms,2.3250
1784329917,3a8af9de2,release,diff-open,open_ms,111.6290
1784329917,3a8af9de2,release,diff-typing,p50_ms,0.1237
1784329917,3a8af9de2,release,diff-resize,frame_p50_ms,2.4517
1784329917,3a8af9de2,release,diff-resize,frame_worst_ms,3.8930
1784378639,3a8af9de2,release,plain-typing,keystroke_p50_ms,0.0660
1784378671,3a8af9de2,release,diff-open,open_ms,99.8760
1784378671,3a8af9de2,release,diff-typing,p50_ms,0.1290
1784378671,3a8af9de2,release,diff-resize,frame_p50_ms,4.3742
1784378671,3a8af9de2,release,diff-resize,frame_worst_ms,5.1854
1784378969,3a8af9de2,release,diff-open,open_ms,335.3773
1784378969,3a8af9de2,release,diff-typing,p50_ms,0.2298
1784378969,3a8af9de2,release,diff-resize,frame_p50_ms,2.3883
1784378969,3a8af9de2,release,diff-resize,frame_worst_ms,2.9347
1784381282,f4dbeb47b,debug,list-scroll,build_ms,4.0899
1784381282,f4dbeb47b,debug,list-scroll,frame_p50_ms,0.0292
1784381282,f4dbeb47b,debug,list-scroll,frame_p95_ms,0.0325
1784381282,f4dbeb47b,debug,tree-ops,toggle_ms,0.0740
1784381282,f4dbeb47b,debug,tree-ops,build_ms,349.2033
1784381346,f4dbeb47b,release,plain-typing,keystroke_p50_ms,0.0689
1784381379,f4dbeb47b,release,list-scroll,build_ms,0.6045
1784381379,f4dbeb47b,release,list-scroll,frame_p50_ms,0.0055
1784381379,f4dbeb47b,release,list-scroll,frame_p95_ms,0.0158
1784381379,f4dbeb47b,release,tree-ops,toggle_ms,0.0117
1784381379,f4dbeb47b,release,tree-ops,build_ms,43.8513
1784381426,f4dbeb47b,release,diff-open,open_ms,58.1990
1784381426,f4dbeb47b,release,diff-typing,p50_ms,0.2151
1784381427,f4dbeb47b,release,diff-resize,frame_p50_ms,2.3945
1784381427,f4dbeb47b,release,diff-resize,frame_worst_ms,6.1357
1784381433,f4dbeb47b,release,monster-resize,sync_ms,60.1751
1784381433,f4dbeb47b,release,monster-resize,repair_effect_ms,68.5148
1784381502,f4dbeb47b,release,code-typing,p50_ms,0.0891
1784381502,f4dbeb47b,release,code-typing,p95_ms,0.1247
1784382644,b71f7f4c7,release,plain-typing,keystroke_p50_ms,0.0683
1784382675,b71f7f4c7,release,diff-open,open_ms,114.8963
1784382675,b71f7f4c7,release,diff-typing,p50_ms,0.1247
1784382675,b71f7f4c7,release,diff-resize,frame_p50_ms,3.2915
1784382675,b71f7f4c7,release,diff-resize,frame_worst_ms,4.2448
1784382679,b71f7f4c7,release,list-scroll,build_ms,0.7839
1784382679,b71f7f4c7,release,list-scroll,frame_p50_ms,0.0062
1784382679,b71f7f4c7,release,list-scroll,frame_p95_ms,0.0155
1784382679,b71f7f4c7,release,tree-ops,toggle_ms,0.0128
1784382679,b71f7f4c7,release,tree-ops,build_ms,43.8793
1784382680,b71f7f4c7,release,search-landing,worst_ms,23.2215
1784382680,b71f7f4c7,release,search-scroll,paint_p50_ms,0.3335
1784382680,b71f7f4c7,release,search-scroll,paint_p95_ms,0.4586
1784382764,b71f7f4c7,release,tree-demo,toggle_ms,0.1799
1784382782,b71f7f4c7,release,styled-typing,p50_ms,2.3254
1784382782,b71f7f4c7,release,styled-typing,p95_ms,2.7727
1784382795,b71f7f4c7,release,render-scroll,avg_ms,0.7035
1784382795,b71f7f4c7,release,render-scroll,p50_ms,0.6903
1784382795,b71f7f4c7,release,render-scroll,p95_ms,0.8333
1784382806,b71f7f4c7,release,monster-scroll,paint_p50_ms,1.3544
1784382806,b71f7f4c7,release,monster-scroll,paint_p95_ms,1.8673
1784382817,b71f7f4c7,release,monster-search-scroll,paint_p50_ms,0.0000
1784382817,b71f7f4c7,release,monster-search-scroll,paint_max_ms,0.0000
1784382821,b71f7f4c7,release,wall,open_ms,40.9545
1784382821,b71f7f4c7,release,wall,typing_p50_ms,0.6298
1784382829,b71f7f4c7,release,burst-typing,p50_ms,1.5017
1784382829,b71f7f4c7,release,burst-typing,p95_ms,2.9386
1784382846,b71f7f4c7,release,typing,monster_p50_ms,2.2720
1784382846,b71f7f4c7,release,typing,scratch_p50_ms,0.4371
1784382852,b71f7f4c7,release,monster-resize,sync_ms,58.5390
